DLL Path: C:\Windows\System32\oobe\unbcl.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$Array@E@UnBCL@@IEAA@XZ                                                                          0xdaa69b90                                         
?get_CurrentFileName@FileSystemEnumerator@UnBCL@@UEBAPEAVString@2@XZ                                 0xfeb09626                                         
?get_Date@DateTime@UnBCL@@QEBA?AV12@XZ                                                               0x1b20bb26                                         
?get_Day@DateTime@UnBCL@@QEBAHXZ                                                                     0xdee96655                                         
?get_Days@TimeSpan@UnBCL@@QEBAHXZ                                                                    0xfdb3a4fc                                         
?get_DefaultLangID@SystemInfo@UnBCL@@QEBAGXZ                                                         0xfe5e896e                                         
?get_EnumError@RegSubkeyEnumerator@UnBCL@@QEAAHXZ                                                    0x3b764fbb                                         
?get_ExceptionCode@SEHException@UnBCL@@QEBAIXZ                                                       0x421b42a4                                         
?get_FileName@ProcessStartInfo@UnBCL@@QEBAPEBVString@2@XZ                                            0xf98f7712                                         
?get_FindData@FileSystemEnumerator@UnBCL@@QEAAAEBU_WIN32_FIND_DATAW@@XZ                              0xb47f02c2                                         
?get_FirmwareType@SystemInfo@UnBCL@@QEBA?AW4_FIRMWARE_TYPE@@XZ                                       0xc5f7225a                                         
?get_FirstChild@XmlNode@UnBCL@@QEAAPEAV12@XZ                                                         0x00661153                                         
?get_FirstChild@XmlNode@XmlLite@UnBCL@@QEBAPEAV123@XZ                                                0x440cf9c6                                         
?get_FullName@Type@UnBCL@@UEBAPEBVString@2@XZ                                                        0xf855ab72                                         
?get_HResult@Exception@UnBCL@@UEBAJXZ                                                                0x582b5286                                         
?get_Handle@WaitHandle@UnBCL@@UEBAPEAXXZ                                                             0xb26cf661                                         
?get_Hour@DateTime@UnBCL@@QEBAHXZ                                                                    0x71561b75                                         
?get_Hours@TimeSpan@UnBCL@@QEBAHXZ                                                                   0xddb6fe1c                                         
?get_InnerException@Exception@UnBCL@@UEBAPEBV12@XZ                                                   0x1e9443b0                                         
?get_InnerList@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@MEAAPEAV?$ArrayList@PEAVObject@UnBCL@@@2@XZ 0x62cce8a9                                         
?get_InnerList@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@MEBAPEBV?$ArrayList@PEAVObject@UnBCL@@@2@XZ 0x2590fa2b                                         
?get_InnerText@XmlNode@UnBCL@@QEAAPEAVString@2@XZ                                                    0x2e648d2e                                         
?get_InnerText@XmlNode@XmlLite@UnBCL@@QEBAPEAVString@3@XZ                                            0xa72e038f                                         
?get_IsAlive@Thread@UnBCL@@QEAAHXZ                                                                   0xb8a7d34e                                         
?get_IsDirectory@FileSystemEnumerator@UnBCL@@QEAAHXZ                                                 0x56f7bde1                                         
?get_IsEmpty@String@UnBCL@@QEBAHXZ                                                                   0x839a608c                                         
?get_IsFixedSize@?$Array@E@UnBCL@@UEBAHXZ                                                            0xae6b18fc                                         
?get_IsFixedSize@?$Array@G@UnBCL@@UEBAHXZ                                                            0xc6d564be                                         
?get_IsFixedSize@?$Array@H@UnBCL@@UEBAHXZ                                                            0xd30a8a9f                                         
?get_IsFixedSize@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                           0xd6b2968e                                         
?get_IsFixedSize@?$Array@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                           0x999e478e                                         
?get_IsFixedSize@?$ArrayList@G@UnBCL@@UEBAHXZ                                                        0x8dff74fa                                         
?get_IsFixedSize@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                       0x095a574a                                         
?get_IsFixedSize@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                  0x2e781e56                                         
?get_IsFixedSize@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHXZ                                0xab5f89ca                                         
?get_IsLoading@SerializationStream@UnBCL@@QEBAHXZ                                                    0xfbd76b4e                                         
?get_IsPrintable@String@UnBCL@@QEBAHXZ                                                               0x4aa41cde                                         
?get_IsReadOnly@?$Array@E@UnBCL@@UEBAHXZ                                                             0x76c1832f                                         
?get_IsReadOnly@?$Array@G@UnBCL@@UEBAHXZ                                                             0x8f2bcef1                                         
?get_IsReadOnly@?$Array@H@UnBCL@@UEBAHXZ                                                             0x9b60f4d2                                         
?get_IsReadOnly@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                            0xae530d21                                         
?get_IsReadOnly@?$Array@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                            0x713ebe21                                         
?get_IsReadOnly@?$ArrayList@G@UnBCL@@UEBAHXZ                                                         0x1315c0ad                                         
?get_IsReadOnly@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAHXZ                                        0x12a9df5d                                         
?get_IsReadOnly@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@UEBAHXZ                                   0xcb0eaa49                                         
?get_IsReadOnly@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHXZ                                 0xc7c8de7d                                         
?get_IsStoring@SerializationStream@UnBCL@@QEBAHXZ                                                    0x5735af16                                         
?get_IsVM@SystemInfo@UnBCL@@QEBAHXZ                                                                  0x645a695a                                         
?get_Item@?$Array@E@UnBCL@@UEAAAEAEH@Z                                                               0xdd08ef97                                         
?get_Item@?$Array@E@UnBCL@@UEBAAEBEH@Z                                                               0x51977919                                         
?get_Item@?$Array@G@UnBCL@@UEAAAEAGH@Z                                                               0x7558651b                                         
?get_Item@?$Array@G@UnBCL@@UEBAAEBGH@Z                                                               0xe9e6ee9d                                         
?get_Item@?$Array@H@UnBCL@@UEAAAEAHH@Z                                                               0x41801fdd                                         
?get_Item@?$Array@H@UnBCL@@UEBAAEBHH@Z                                                               0xb60ea95f                                         
?get_Item@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEAAAEAPEAVObject@2@H@Z                                  0x85bb7399                                         
?get_Item@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAAEBQEAVObject@2@H@Z                                  0x75d775fc                                         
